label,feature_type,osm_key,osm_value,node_id,lat,lng,dist_to_route_m,route_position_m,parent_way_ids,parent_way_highways,direction_tag,tags_json,street_view_url
渋谷→六本木,一時停止,highway,stop,8667731917,35.6592801,139.7158162,10.28,1301.3,935330870,residential,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6592801,139.7158162"
渋谷→六本木,一時停止,highway,stop,8667731918,35.6593591,139.7167214,9.59,1383.5,137630409,residential,backward,"{""direction"":""backward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6593591,139.7167214"
渋谷→六本木,一時停止,highway,stop,8660985202,35.6598965,139.7227656,15.27,1935.2,967220472,residential,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6598965,139.7227656"
渋谷→六本木,一時停止,highway,stop,8594646448,35.6598627,139.7229005,8.95,1946.3,967220470,unclassified,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6598627,139.7229005"
渋谷→六本木,一時停止,highway,stop,8350070983,35.6617015,139.7284790,14.52,2496.5,898573318;925490948,unclassified;unclassified,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6617015,139.7284790"
下北沢→三軒茶屋,一時停止,highway,stop,12728441319,35.6610189,139.6692735,5.63,188.2,241993539,service,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6610189,139.6692735"
下北沢→三軒茶屋,一時停止,highway,stop,12728441312,35.6602088,139.6687415,8.61,289.6,33614319,unclassified,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6602088,139.6687415"
下北沢→三軒茶屋,一時停止,highway,stop,12695846667,35.6546366,139.6671407,8.15,931.3,220704411,residential,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6546366,139.6671407"
下北沢→三軒茶屋,一時停止,highway,stop,12695846666,35.6546179,139.6672941,5.85,932.2,88519913,residential,backward,"{""direction"":""backward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6546179,139.6672941"
下北沢→三軒茶屋,一時停止,highway,stop,12692218768,35.6530397,139.6671170,6.65,1108.0,48728743,residential,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6530397,139.6671170"
下北沢→三軒茶屋,一時停止,highway,stop,12692218767,35.6530366,139.6672706,7.22,1109.0,88527664,residential,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6530366,139.6672706"
下北沢→三軒茶屋,一時停止,highway,stop,12692218772,35.6523028,139.6671293,9.18,1189.9,51155716,residential,forward,"{""direction"":""forward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6523028,139.6671293"
下北沢→三軒茶屋,一時停止,highway,stop,12692218773,35.6522979,139.6673161,7.67,1191.2,48728752,residential,backward,"{""direction"":""backward"",""highway"":""stop""}","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6522979,139.6673161"
