label,sample_idx,route_idx,lat,lng,candidate_count,node_rank1_way_id,perp_rank1_way_id,perp_rank1_highway,perp_rank1_oneway,perp_rank1_name,rank2_way_id,rank2_highway,rank2_dist_m,match_dist_m,match_margin_m,match_ambiguous,verify_group,known_group_node_rank1,known_group_perp_rank1,oneway_violation,oneway_confidence,oneway_misaligned,diag_angle_deg
荻窪→阿佐ヶ谷,7,8,35.70368,139.62866,63,80833767,80834023,unclassified,,,80833767,residential,0.298,0.261,0.037,True,,,,False,0.0,True,109.5
荻窪→阿佐ヶ谷,8,10,35.7038,139.6305,63,80835345,80835345,residential,,,99998235,service,16.337,1.761,14.576,False,,,,False,0.0,False,180.0
荻窪→阿佐ヶ谷,9,11,35.7037,139.63123,63,80835231,80835345,residential,,,80835305,residential,2.32,1.189,1.131,True,,,,False,0.0,False,169.1
荻窪→阿佐ヶ谷,10,13,35.70401,139.63283,63,80835359,80835360,residential,yes,,80835361,residential,2.146,0.548,1.598,True,,,A,True,1.0,False,175.0
荻窪→阿佐ヶ谷,11,14,35.70462,139.63456,63,80835360,87704269,residential,yes,,80835360,residential,2.384,0.639,1.746,True,想定外,A,,False,0.0,True,77.8
荻窪→阿佐ヶ谷,12,16,35.70456,139.635,63,194848475,194848488,service,,,194848475,service,1.317,0.281,1.037,True,,,,False,0.0,False,3.2
荻窪→阿佐ヶ谷,13,18,35.7047,139.63559,63,87703816,87703816,residential,,,194848480,residential,1.07,0.12,0.95,True,,,,False,0.0,True,96.2
自由が丘→等々力,0,0,35.60767,139.66856,42,287033954,287033954,unclassified,yes,,114060649,unclassified,6.939,0.728,6.211,False,,,,False,0.0,True,90.5
自由が丘→等々力,1,3,35.60656,139.6681,42,25533292,25533292,unclassified,yes,カトレア通り,350353685,service,1.448,1.291,0.156,True,,,,False,0.0,False,26.1
自由が丘→等々力,2,4,35.60661,139.66757,42,350353685,350353685,service,yes,,200093226,footway,3.119,0.208,2.91,False,残存A群,A,A,True,1.0,False,164.8
自由が丘→等々力,3,7,35.60616,139.66722,42,55047413,1337624814,residential,,,55047413,residential,1.556,0.486,1.069,True,,,,False,0.0,False,157.7
自由が丘→等々力,4,8,35.60643,139.66625,42,48678504,1337624814,residential,,,48678504,service,0.988,0.811,0.177,True,,,,False,0.0,False,161.3
自由が丘→等々力,5,9,35.60601,139.66498,42,48678504,48903694,residential,,,48678504,service,1.623,0.74,0.883,True,,,,False,0.0,False,147.4
自由が丘→等々力,6,11,35.60546,139.66304,42,295477986,1337624815,service,,,295477986,tertiary,1.334,0.073,1.261,True,,,,False,0.0,False,28.9
自由が丘→等々力,7,12,35.60861,139.6495,42,28980185,59266136,tertiary,,等々力通り,190122592,residential,1.318,0.131,1.187,True,,,,False,0.0,False,1.9
自由が丘→等々力,8,14,35.60826,139.64885,42,47483021,47483021,footway,,,190122593,residential,1.586,0.02,1.566,True,,,,False,0.0,False,164.1
自由が丘→等々力,9,15,35.60857,139.64751,42,47483021,47483021,footway,,,91465367,footway,1.062,0.144,0.918,True,,,,False,0.0,False,180.0
浦和→さいたま新都心,0,0,35.85878,139.65799,108,916790137,916790137,tertiary,yes,,916790138,tertiary,7.738,2.776,4.962,False,,,,False,0.0,True,60.9
浦和→さいたま新都心,1,2,35.85906,139.65813,108,325347768,1444864905,tertiary,yes,,325347768,unclassified,1.014,0.51,0.505,True,想定外,A,,False,0.0,True,98.4
浦和→さいたま新都心,2,5,35.85991,139.6569,108,155587099,325347769,unclassified,yes,,155587099,residential,0.871,0.169,0.701,True,,,,False,0.0,False,177.1
浦和→さいたま新都心,3,6,35.86051,139.65648,108,299401402,299401402,unclassified,,,325347769,unclassified,25.884,0.1,25.784,False,,,,False,0.0,False,178.8
浦和→さいたま新都心,4,7,35.86101,139.65633,108,299401402,299401402,unclassified,,,771672190,residential,43.095,0.16,42.935,False,,,,False,0.0,False,172.9
浦和→さいたま新都心,5,8,35.86137,139.65614,108,299401402,771672190,residential,,,299401402,unclassified,1.173,0.02,1.154,True,,,,False,0.0,True,107.3
浦和→さいたま新都心,6,9,35.86593,139.65308,108,100148369,100148369,tertiary,,東通り,100298047,unclassified,1.302,1.139,0.163,True,,,,False,0.0,False,178.8
浦和→さいたま新都心,7,10,35.86644,139.65293,108,100148369,1263030291,unclassified,,,100148369,tertiary,0.844,0.721,0.123,True,,,,False,0.0,False,46.2
浦和→さいたま新都心,8,13,35.86665,139.65262,108,1378633397,1378604847,footway,,,1378633397,footway,3.177,1.377,1.8,True,,,,False,0.0,False,130.5
浦和→さいたま新都心,9,17,35.86766,139.6515,108,100148347,100148347,unclassified,,,100400218,residential,3.439,2.083,1.356,True,,,,False,0.0,False,13.1
浦和→さいたま新都心,10,18,35.86815,139.6512,108,100148347,100148347,unclassified,,,100400235,unclassified,16.498,0.471,16.027,False,,,,False,0.0,False,17.1
浦和→さいたま新都心,11,20,35.86828,139.65085,108,100400218,771672193,service,,,100400218,residential,2.684,0.142,2.542,False,,,,False,0.0,True,105.2
浦和→さいたま新都心,12,21,35.87001,139.64949,108,100400218,100400218,residential,,,771672195,residential,1.449,0.32,1.129,True,,,,False,0.0,False,4.4
浦和→さいたま新都心,13,22,35.86979,139.64907,108,312590910,312590910,primary,no,旧中山道,771672195,residential,0.902,0.077,0.825,True,,,,False,0.0,False,3.7
浦和→さいたま新都心,14,23,35.87263,139.64713,108,207813769,484454198,footway,,,906817331,primary,1.684,1.164,0.519,True,,,,False,0.0,False,53.4
浦和→さいたま新都心,15,24,35.87646,139.64517,108,99170884,323017083,secondary,no,旧中山道,99170884,unclassified,2.277,0.23,2.047,False,,,,False,0.0,False,178.5
浦和→さいたま新都心,16,25,35.88068,139.64305,108,1429902657,323017083,secondary,no,旧中山道,1429902657,footway,6.004,0.973,5.031,False,,,,False,0.0,False,178.8
浦和→さいたま新都心,17,26,35.88224,139.64189,108,99170594,1429907953,footway,,,99170594,residential,2.88,0.209,2.671,False,,,,False,0.0,False,4.9
浦和→さいたま新都心,18,27,35.88749,139.63856,108,1393674973,1393674973,secondary,,旧中山道,770936314,footway,6.438,3.163,3.275,False,,,,False,0.0,False,179.2
浦和→さいたま新都心,19,28,35.89348,139.63469,108,200913405,1393674972,secondary,,旧中山道,57898235,motorway,3.806,1.547,2.259,False,,,,False,0.0,False,176.9
浦和→さいたま新都心,20,29,35.89411,139.63417,108,770927661,285614711,pedestrian,,,770927661,footway,4.819,2.855,1.964,True,,,,False,0.0,True,90.0
吉祥寺→三鷹,0,0,35.70293,139.57722,56,31887269,1253983170,secondary,,吉祥寺通り,1253983167,primary,0.783,0.719,0.063,True,,,,False,0.0,True,102.0
吉祥寺→三鷹,1,1,35.70566,139.56803,56,145130502,145130502,tertiary,,,178772547,primary,0.474,0.379,0.095,True,,,,False,0.0,True,114.5
吉祥寺→三鷹,2,2,35.70369,139.56694,56,33036424,145130484,tertiary,,成蹊通り,209297871,residential,1.266,0.781,0.485,True,,,,False,0.0,False,136.2
吉祥寺→三鷹,3,3,35.70352,139.56092,56,37586056,1527420839,service,yes,,153167829,tertiary,3.278,0.975,2.303,False,,,,False,0.0,True,87.6
吉祥寺→三鷹,4,4,35.70333,139.56089,56,1527420839,1527420839,service,yes,,1527420840,service,2.426,2.034,0.392,True,,,,False,0.0,True,87.6
立川→国分寺,0,0,35.69665,139.4128,163,853388885,853388885,tertiary,yes,,823191579,pedestrian,4.107,0.123,3.984,False,C群,C,C,True,1.0,False,179.0
立川→国分寺,1,1,35.69566,139.41228,163,742524875,742524875,tertiary,yes,,853388888,tertiary,2.408,1.541,0.867,True,,,,False,0.0,True,88.0
立川→国分寺,2,2,35.69174,139.42325,163,81601827,81601827,unclassified,yes,,138427594,tertiary,4.217,1.917,2.299,False,,,,False,0.0,True,105.5
立川→国分寺,3,3,35.69153,139.42453,163,1429406683,1429406683,tertiary,yes,立川南通り,1453544791,footway,3.621,1.399,2.222,False,,B,B,True,1.0,False,178.1
立川→国分寺,4,4,35.69157,139.4252,163,138427587,138427587,tertiary,yes,立川南通り,1429406683,tertiary,8.607,0.86,7.747,False,,,,False,0.0,False,9.6
立川→国分寺,5,5,35.6915,139.42711,163,138427588,138427588,tertiary,yes,立川南通り,854935399,tertiary,9.465,1.131,8.334,False,,,,False,0.0,False,1.4
立川→国分寺,6,7,35.69124,139.42831,163,77067799,81601830,tertiary,,,77067799,tertiary,4.332,1.161,3.171,False,,,,False,0.0,True,110.7
立川→国分寺,7,8,35.69027,139.43143,163,81848101,81848141,tertiary,,,81848101,tertiary,1.962,0.973,0.988,True,,,,False,0.0,False,173.1
立川→国分寺,8,9,35.69016,139.43212,163,81848141,81848141,tertiary,,,81848101,tertiary,61.384,2.422,58.962,False,,,,False,0.0,False,172.2
立川→国分寺,9,10,35.69022,139.43395,163,81848109,81848141,tertiary,,,81848109,tertiary,2.298,1.463,0.835,True,,,,False,0.0,False,131.3
立川→国分寺,10,11,35.69165,139.43391,163,84271997,84272034,tertiary,,,84271997,residential,1.626,1.624,0.002,True,,,,False,0.0,True,77.5
立川→国分寺,11,12,35.69184,139.43967,163,84271997,84271997,residential,yes,,237757473,service,1.951,1.673,0.278,True,,,,False,0.0,False,6.9
立川→国分寺,12,13,35.69114,139.4397,163,84271985,237757473,service,,,84271985,residential,1.005,0.346,0.659,True,,,,False,0.0,True,97.9
立川→国分寺,13,14,35.69135,139.44677,163,84271957,135230359,footway,,,84271957,residential,0.632,0.048,0.584,True,,,,False,0.0,True,94.7
立川→国分寺,14,15,35.69205,139.44675,163,84271956,84271956,residential,,,135230359,footway,1.101,0.407,0.694,True,,,,False,0.0,False,58.8
立川→国分寺,15,17,35.69359,139.44711,163,53348166,53348166,residential,yes,,135230354,footway,0.731,0.459,0.273,True,,,,False,0.0,False,11.0
立川→国分寺,16,18,35.69382,139.45489,163,86478865,172480046,residential,yes,,86478865,unclassified,0.283,0.067,0.216,True,,,,False,0.0,False,4.0
立川→国分寺,17,19,35.69437,139.45488,163,84271954,84271954,secondary,,多喜窪通り,86478865,unclassified,1.051,0.937,0.114,True,,,,False,0.0,False,10.2
立川→国分寺,18,20,35.69447,139.45796,163,454008763,728187456,secondary,,多喜窪通り,454008763,service,8.838,0.263,8.575,False,,,,False,0.0,False,179.3
立川→国分寺,19,21,35.69432,139.45997,163,184674220,728187456,secondary,,多喜窪通り,184674220,primary,4.212,0.397,3.816,False,,,,False,0.0,False,176.1
立川→国分寺,20,22,35.69408,139.4623,163,161965524,161965524,secondary,,多喜窪通り,1252310694,footway,5.489,2.338,3.151,False,,,,False,0.0,False,178.7
立川→国分寺,21,24,35.69483,139.46397,163,86751479,172480150,secondary,,多喜窪通り,86751479,tertiary,3.123,1.341,1.782,True,,,,False,0.0,False,178.3
立川→国分寺,22,26,35.69506,139.46456,163,161954712,161954712,secondary,,多喜窪通り,1410570716,service,16.213,0.113,16.101,False,,,,False,0.0,False,176.7
立川→国分寺,23,27,35.69541,139.46619,163,86751499,161954672,secondary,,多喜窪通り,887546947,residential,2.021,1.413,0.608,True,,,,False,0.0,False,179.6
立川→国分寺,24,28,35.69604,139.4692,163,28919945,1346808669,tertiary,,,1427049474,secondary,0.352,0.184,0.168,True,,,,False,0.0,True,71.0
立川→国分寺,25,29,35.69628,139.47058,163,1427049474,1427049474,secondary,,多喜窪通り,1349229546,footway,5.953,1.054,4.899,False,,,,False,0.0,False,179.8
立川→国分寺,26,30,35.69655,139.47463,163,161954707,161954707,secondary,,多喜窪通り,161953549,residential,10.134,0.158,9.975,False,,,,False,0.0,False,164.3
立川→国分寺,27,31,35.69646,139.47531,163,161954707,161954707,secondary,,多喜窪通り,401781054,service,8.365,1.336,7.029,False,,,,False,0.0,False,164.7
立川→国分寺,28,32,35.69662,139.47615,163,161954707,258865968,residential,,,161954707,secondary,1.974,0.494,1.479,True,,,,False,0.0,False,1.9
立川→国分寺,29,33,35.69728,139.47745,163,161954368,161954368,residential,,,161954707,secondary,0.811,0.083,0.727,True,,,,False,0.0,False,132.3
立川→国分寺,30,34,35.69796,139.47823,163,28850943,1427049470,secondary,,多喜窪通り,28850943,tertiary,3.297,0.705,2.591,False,,,,False,0.0,False,177.4
立川→国分寺,31,35,35.69856,139.4793,163,161953646,161953646,unclassified,,,1427049473,unclassified,1.384,0.546,0.837,True,,,,False,0.0,False,151.4
立川→国分寺,32,36,35.69924,139.48017,163,1427049470,1427049470,secondary,,多喜窪通り,1427049472,tertiary,1.858,0.52,1.338,True,,,,False,0.0,False,167.0
立川→国分寺,33,37,35.69941,139.48015,163,1427049472,1427049472,tertiary,,,1082813744,footway,4.488,0.142,4.346,False,,,,False,0.0,False,59.5
横浜→みなとみらい,0,0,35.46478,139.62296,109,542886819,548992507,service,,,542886819,footway,0.96,0.062,0.898,True,,,,False,0.0,False,44.8
横浜→みなとみらい,1,4,35.46414,139.62264,109,28413948,28413948,unclassified,yes,,1083959345,footway,4.695,0.999,3.696,False,C群,C,C,True,1.0,False,173.4
横浜→みなとみらい,2,5,35.46358,139.62261,109,28413948,28413948,unclassified,yes,,1083959354,footway,4.907,0.717,4.19,False,C群,C,C,True,1.0,False,173.4
横浜→みなとみらい,3,7,35.46312,139.62246,109,26643010,32463172,tertiary,,,1216392564,primary,1.447,0.559,0.889,True,,,,False,0.0,True,85.8
横浜→みなとみらい,4,9,35.46206,139.62276,109,26643010,111656069,tertiary,,,26643010,tertiary,0.412,0.028,0.385,True,,,,False,0.0,True,98.1
横浜→みなとみらい,5,10,35.46104,139.6231,109,26643010,26643010,tertiary,,,134758809,residential,2.656,0.773,1.883,True,,,,False,0.0,False,0.1
横浜→みなとみらい,6,11,35.46059,139.62348,109,26643010,26643010,tertiary,,,389322199,footway,7.705,2.785,4.919,False,,,,False,0.0,False,40.3
横浜→みなとみらい,7,13,35.4606,139.62411,109,38913182,1298550088,tertiary,yes,すずかけ通り,306336242,trunk,4.815,0.483,4.332,False,,,,False,0.0,False,4.8
横浜→みなとみらい,8,14,35.46044,139.62529,109,452383849,306336243,tertiary,yes,すずかけ通り,452383849,footway,6.901,0.315,6.586,False,,,,False,0.0,False,4.6
横浜→みなとみらい,9,15,35.4606,139.62651,109,25758158,306336254,tertiary,yes,みなとみらい大通り,1215885243,tertiary,0.995,0.825,0.17,True,,,,False,0.0,True,82.4
横浜→みなとみらい,10,16,35.46117,139.62985,109,25944240,25944286,tertiary,yes,すずかけ通り,25944240,tertiary,2.679,1.321,1.359,True,,,,False,0.0,False,23.8
横浜→みなとみらい,11,17,35.45889,139.63163,109,36348141,36348141,tertiary,yes,,421423861,footway,3.694,0.666,3.027,False,,,,False,0.0,False,0.2
川崎→武蔵小杉,0,0,35.53185,139.69658,168,153006969,153006969,tertiary,,西口通り,682642039,pedestrian,3.795,0.651,3.144,False,,,,False,0.0,False,5.0
川崎→武蔵小杉,1,1,35.53373,139.69954,168,205715352,674147586,pedestrian,,,205715297,cycleway,2.129,0.382,1.746,True,,,,False,0.0,True,90.0
川崎→武蔵小杉,2,2,35.53618,139.70223,168,1295585359,1295585359,footway,,,262825873,tertiary,5.695,2.89,2.805,False,,,,False,0.0,True,90.5
川崎→武蔵小杉,3,3,35.53827,139.698,168,1226423529,1226423529,trunk,yes,府中街道,989906376,footway,4.215,1.386,2.83,False,,,,False,0.0,False,8.0
川崎→武蔵小杉,4,4,35.54013,139.69686,168,989951075,989951075,trunk,yes,府中街道,992703183,trunk,6.634,1.844,4.789,False,,,,False,0.0,False,0.7
川崎→武蔵小杉,5,5,35.54306,139.69367,168,263456981,992241606,trunk,yes,府中街道,263456981,trunk,4.331,2.754,1.577,True,,,,True,1.0,False,170.3
川崎→武蔵小杉,6,6,35.54401,139.69123,168,263456981,387787695,footway,,,991711775,trunk,0.367,0.056,0.311,True,,,,False,0.0,False,133.1
川崎→武蔵小杉,7,7,35.54646,139.68509,168,991020675,991020675,trunk,yes,府中街道,990058492,trunk,4.447,2.669,1.778,True,,,,False,0.0,False,5.7
川崎→武蔵小杉,8,8,35.54939,139.68217,168,991020675,1451926119,footway,,,991020675,trunk,2.772,1.95,0.822,True,,,,False,0.0,False,3.7
川崎→武蔵小杉,9,9,35.55289,139.67992,168,27639367,27639367,trunk,,府中街道,1011150937,footway,5.674,0.25,5.424,False,,,,False,0.0,False,179.1
川崎→武蔵小杉,10,10,35.55431,139.67884,168,31875063,31875063,tertiary,yes,南武沿線道路,155790743,service,4.022,0.227,3.795,False,,,,False,0.0,False,0.2
川崎→武蔵小杉,11,11,35.55607,139.67756,168,263457845,31875063,tertiary,yes,南武沿線道路,1537673791,footway,3.872,1.23,2.642,False,B群,B,,False,0.0,False,0.7
川崎→武蔵小杉,12,12,35.55828,139.67599,168,37712600,932751006,tertiary,yes,南武沿線道路,37712600,tertiary,2.978,0.484,2.494,False,,,,False,0.0,False,0.1
川崎→武蔵小杉,13,13,35.56025,139.67457,168,932751006,932751006,tertiary,yes,南武沿線道路,1144230124,unclassified,5.209,0.108,5.101,False,,,,False,0.0,False,0.5
川崎→武蔵小杉,14,14,35.56317,139.67255,168,159367393,294664333,tertiary,yes,南武沿線道路,159367393,residential,2.631,0.289,2.342,False,,,,False,0.0,False,14.5
川崎→武蔵小杉,15,15,35.56546,139.671,168,294664333,294664333,tertiary,yes,南武沿線道路,557828565,residential,1.799,0.765,1.034,True,,,,False,0.0,False,3.3
川崎→武蔵小杉,16,16,35.56923,139.66995,168,123451443,294664333,tertiary,yes,南武沿線道路,159367636,unclassified,2.207,0.045,2.162,False,,,,False,0.0,False,0.5
川崎→武蔵小杉,17,18,35.56968,139.66943,168,159368010,159368010,service,,,228751920,footway,31.061,0.071,30.99,False,,,,False,0.0,False,161.8
川崎→武蔵小杉,18,20,35.56992,139.66859,168,680507396,159368010,service,,,680507396,residential,1.428,0.932,0.497,True,,,,False,0.0,False,163.7
川崎→武蔵小杉,19,22,35.57003,139.66775,168,561778848,561778848,path,,,812902514,path,3.103,0.531,2.573,False,,,,False,0.0,False,27.7
川崎→武蔵小杉,20,23,35.57043,139.66777,168,812902514,812902514,path,,,561778848,path,44.084,5.229,38.855,False,,,,False,0.0,False,5.3
川崎→武蔵小杉,21,25,35.57216,139.66722,168,812902514,812902514,path,,,267954379,footway,29.19,3.42,25.771,False,,,,False,0.0,False,4.0
川崎→武蔵小杉,22,29,35.57252,139.66695,168,123458564,123458564,unclassified,,,267954379,footway,3.929,0.047,3.882,False,,,,False,0.0,False,147.6
川崎→武蔵小杉,23,32,35.57273,139.66661,168,123458564,123458564,unclassified,,,267954378,footway,5.373,0.002,5.37,False,,,,False,0.0,False,163.5
川崎→武蔵小杉,24,33,35.57323,139.66647,168,31990106,123458564,unclassified,,,1034802251,tertiary,2.426,1.394,1.032,True,,,,False,0.0,True,118.5
川崎→武蔵小杉,25,34,35.57325,139.66392,168,267975548,31990106,tertiary,,,267975548,footway,2.905,1.231,1.674,True,,,,False,0.0,False,179.3
川崎→武蔵小杉,26,35,35.57318,139.66348,168,267954378,932277458,tertiary,,,267954378,footway,3.456,2.018,1.438,True,,,,False,0.0,False,179.6
川崎→武蔵小杉,27,36,35.57323,139.66325,168,570317028,570317028,unclassified,yes,,1028316658,tertiary,2.793,1.384,1.408,True,,,,False,0.0,True,116.3
千葉→幕張本郷,0,0,35.61359,140.11442,278,350247461,702077871,tertiary,,千葉公園通り,350247461,footway,5.113,1.144,3.969,False,,,,False,0.0,False,18.8
千葉→幕張本郷,1,1,35.61346,140.11503,278,233565187,702077871,tertiary,,千葉公園通り,233565187,unclassified,0.609,0.454,0.154,True,,,,False,0.0,False,10.4
千葉→幕張本郷,2,2,35.61351,140.11567,278,702077871,702077871,tertiary,,千葉公園通り,1386938765,footway,3.798,1.509,2.289,False,,,,False,0.0,False,8.8
千葉→幕張本郷,3,3,35.6138,140.11625,278,144846303,702077871,tertiary,,千葉公園通り,1386938765,footway,4.112,2.102,2.01,False,,,,False,0.0,False,26.1
千葉→幕張本郷,4,4,35.61437,140.117,278,144846307,702077871,tertiary,,千葉公園通り,144846307,unclassified,4.314,0.741,3.573,False,,,,False,0.0,False,26.9
千葉→幕張本郷,5,6,35.61486,140.11788,278,181993578,233583368,footway,,,144785471,tertiary_link,1.945,1.768,0.176,True,,,,False,0.0,False,159.0
千葉→幕張本郷,6,7,35.61519,140.11818,278,233583368,233583368,footway,,,144785471,tertiary_link,2.448,1.487,0.961,True,,,,False,0.0,False,179.1
千葉→幕張本郷,7,8,35.61556,140.11828,278,144785471,144785471,tertiary_link,yes,千葉公園通り,181993567,footway,5.56,0.658,4.901,False,,,,False,0.0,False,29.1
千葉→幕張本郷,8,10,35.61591,140.11836,278,144785430,144785430,tertiary,yes,千葉公園通り,144785471,tertiary_link,2.358,0.807,1.551,True,,,,False,0.0,False,4.6
千葉→幕張本郷,9,11,35.61662,140.11842,278,23053071,144785464,tertiary,,,219685759,unclassified,5.485,0.916,4.569,False,,,,False,0.0,False,14.6
千葉→幕張本郷,10,12,35.61834,140.11839,278,144785464,144785464,tertiary,,,172621192,unclassified,54.143,0.62,53.523,False,,,,False,0.0,False,9.0
千葉→幕張本郷,11,13,35.61896,140.11822,278,1083937781,144785464,tertiary,,,1083937781,footway,8.348,1.123,7.225,False,,,,False,0.0,False,7.1
千葉→幕張本郷,12,14,35.61954,140.11793,278,144785464,144785464,tertiary,,,1083937781,footway,5.236,2.276,2.961,False,,,,False,0.0,False,15.9
千葉→幕張本郷,13,15,35.62083,140.11715,278,103755119,103755119,tertiary,,,1083937775,footway,5.143,0.413,4.731,False,,,,False,0.0,False,0.2
千葉→幕張本郷,14,16,35.62147,140.11679,278,103755119,172896096,unclassified,,,103755119,tertiary,1.686,1.028,0.658,True,,,,False,0.0,True,92.6
千葉→幕張本郷,15,18,35.62368,140.11597,278,23052404,23052404,trunk,yes,国道126号,178600326,unclassified,3.865,0.143,3.722,False,,,,False,0.0,False,2.5
千葉→幕張本郷,16,19,35.62405,140.1158,278,23052404,23052404,trunk,yes,国道126号,22961575,trunk,9.337,0.349,8.989,False,,,,False,0.0,False,3.3
千葉→幕張本郷,17,20,35.62516,140.1154,278,23052404,23053066,tertiary,,作草部坂通り,23052404,trunk,1.161,0.925,0.236,True,,,,False,0.0,True,72.6
千葉→幕張本郷,18,21,35.62607,140.11504,278,23052404,23052404,trunk,yes,国道126号,1083988791,footway,6.814,0.235,6.578,False,,,,False,0.0,False,0.2
千葉→幕張本郷,19,22,35.62677,140.11468,278,22961575,23052404,trunk,yes,国道126号,22961575,trunk,9.375,3.348,6.027,False,B群,B,,False,0.0,False,5.1
千葉→幕張本郷,20,23,35.62823,140.11382,278,23052404,23052404,trunk,yes,国道126号,153600800,tertiary,1.436,0.576,0.86,True,,,,False,0.0,False,1.0
千葉→幕張本郷,21,24,35.63006,140.11312,278,23052404,23052404,trunk,yes,国道126号,233960862,residential,0.691,0.173,0.518,True,,,,False,0.0,False,6.3
千葉→幕張本郷,22,25,35.63246,140.11244,278,400848983,23052404,trunk,yes,国道126号,400848983,trunk,4.338,0.657,3.682,False,,,,False,0.0,False,8.5
千葉→幕張本郷,23,26,35.63407,140.11198,278,23052404,23052404,trunk,yes,国道126号,22961575,trunk,9.243,1.854,7.39,False,,,,False,0.0,False,6.2
千葉→幕張本郷,24,27,35.6346,140.11174,278,22961575,23052404,trunk,yes,国道126号,22961575,trunk,7.975,2.931,5.044,False,B群,B,,False,0.0,False,9.3
千葉→幕張本郷,25,28,35.63547,140.11105,278,23052404,23052404,trunk,yes,国道126号,22961576,tertiary,7.37,1.322,6.049,False,,,,False,0.0,False,21.4
千葉→幕張本郷,26,29,35.63694,140.10934,278,652775513,652775513,trunk,yes,国道126号,1066868407,trunk,1.449,1.166,0.283,True,,,,False,0.0,True,83.8
千葉→幕張本郷,27,30,35.6392,140.10641,278,176181810,176181810,primary,,穴川天戸線,1275353170,steps,9.281,0.93,8.351,False,,,,False,0.0,False,179.7
千葉→幕張本郷,28,32,35.63957,140.10505,278,176181803,176181803,secondary,,稲毛停車場穴川線,193838554,residential,5.354,1.149,4.205,False,,,,False,0.0,False,167.9
千葉→幕張本郷,29,33,35.63962,140.10409,278,176181803,232894835,service,,,176181803,secondary,0.712,0.622,0.09,True,,,,False,0.0,True,95.7
千葉→幕張本郷,30,34,35.63949,140.10172,278,176181803,176181803,secondary,,稲毛停車場穴川線,178600354,tertiary,1.71,1.117,0.592,True,,,,False,0.0,False,178.2
千葉→幕張本郷,31,35,35.6388,140.09682,278,144532234,176181803,secondary,,稲毛停車場穴川線,144532234,unclassified,5.38,1.251,4.129,False,,,,False,0.0,False,176.6
千葉→幕張本郷,32,36,35.63832,140.09347,278,176181803,1409472286,tertiary,,放医研通り,176181803,secondary,1.446,0.504,0.942,True,,,,False,0.0,False,172.1
千葉→幕張本郷,33,37,35.64812,140.08627,278,22962353,22962353,tertiary,,小仲台坂通り,162096522,tertiary,9.089,0.556,8.533,False,,,,False,0.0,False,179.0
千葉→幕張本郷,34,39,35.64739,140.08533,278,142225531,142225531,footway,,,162096522,tertiary,6.594,0.596,5.998,False,,,,False,0.0,False,12.1
千葉→幕張本郷,35,40,35.64628,140.08398,278,176443607,176443607,residential,,,142225531,footway,1.399,0.04,1.359,True,,,,False,0.0,True,85.4
千葉→幕張本郷,36,41,35.64694,140.08385,278,142268720,176443607,residential,,,142259721,footway,1.171,1.17,0.001,True,,,,False,0.0,False,176.2
千葉→幕張本郷,37,42,35.64746,140.08364,278,142268720,142268720,residential,,,1280925031,steps,44.589,1.759,42.831,False,,,,False,0.0,False,150.0
千葉→幕張本郷,38,43,35.64794,140.08327,278,142268720,142268720,residential,,,162096538,tertiary,15.594,0.513,15.081,False,,,,False,0.0,False,161.4
千葉→幕張本郷,39,44,35.64831,140.08289,278,142268720,142268720,residential,,,139653292,tertiary,51.244,2.208,49.036,False,,,,False,0.0,False,169.8
千葉→幕張本郷,40,45,35.64859,140.0825,278,142268720,142268720,residential,,,139653292,tertiary,4.312,3.561,0.751,True,,,,False,0.0,False,179.5
千葉→幕張本郷,41,46,35.64884,140.08195,278,142268708,142268708,residential,,,762649841,residential,0.788,0.458,0.329,True,,,,False,0.0,False,19.2
千葉→幕張本郷,42,47,35.64903,140.08095,278,142268708,142268708,residential,,,142268702,residential,19.373,1.034,18.339,False,,,,False,0.0,False,30.8
千葉→幕張本郷,43,49,35.64894,140.0806,278,142268702,142268702,residential,,,1494455755,track,18.412,2.338,16.074,False,,,,False,0.0,False,167.3
千葉→幕張本郷,44,50,35.64886,140.0796,278,142268702,142268702,residential,,,762649858,residential,0.467,0.006,0.462,True,,,,False,0.0,False,172.3
千葉→幕張本郷,45,51,35.64886,140.07847,278,142268702,142268702,residential,,,142268736,residential,1.38,0.371,1.009,True,,,,False,0.0,False,179.8
千葉→幕張本郷,46,53,35.64915,140.07673,278,142268688,142268688,residential,,,142268692,residential,1.344,0.444,0.9,True,,,,False,0.0,True,89.6
千葉→幕張本郷,47,54,35.64964,140.07413,278,142268692,142268692,residential,,,142268726,residential,2.278,0.626,1.652,True,,,,False,0.0,False,8.9
千葉→幕張本郷,48,56,35.65152,140.06937,278,139653293,139813893,unclassified,,,139653293,unclassified,0.324,0.156,0.168,True,,,,False,0.0,False,178.4
千葉→幕張本郷,49,58,35.6522,140.06794,278,139815669,139815679,residential,,,139815669,residential,1.057,0.097,0.959,True,,,,False,0.0,False,167.9
千葉→幕張本郷,50,60,35.65275,140.0663,278,176913203,176913203,footway,,,312441870,footway,1.071,0.493,0.578,True,,,,False,0.0,False,171.5
千葉→幕張本郷,51,62,35.65273,140.06544,278,312441870,312441870,footway,,,1410024945,tertiary,2.807,0.141,2.665,False,,,,False,0.0,False,58.0
千葉→幕張本郷,52,64,35.65337,140.06542,278,232975632,232975632,unclassified,,,232975633,residential,2.535,1.592,0.942,True,,,,False,0.0,True,68.8
