label,sample_idx,lat,lng,rank1_way_id,rank1_highway,rank1_bicycle,rank1_access,rank1_oneway,rank1_oneway_bicycle,rank1_cycleway,rank1_traversable_by_batch5_filter,rank1_nontraversable_reason,current_rank1_violation,current_rank1_status,historical_node_rank1_way_id,historical_known_group,historical_known_detection_location,batch5_filtered_rank1_way_id,batch5_filtered_rank1_highway,batch5_filtered_margin_m,batch5_nonambiguous_to_ambiguous
品川→東京,10,35.63329,139.74537,230895574,primary,,,yes,,,True,,False,legal_forward,230895574,,False,230895574,primary,8.933,False
品川→東京,11,35.63741,139.74669,211690605,primary,,,yes,,,True,,False,legal_forward,19247435,,False,211690605,primary,1.594,False
品川→東京,12,35.63939,139.74728,211690605,primary,,,yes,,,True,,False,legal_forward,155010048,,False,211690605,primary,0.314,False
品川→東京,13,35.64115,139.74788,23690234,tertiary,,,,,,True,,False,out_of_scope_no_oneway,23690234,,False,23690234,tertiary,3.709,False
品川→東京,14,35.64181,139.7482,176674159,secondary,,,yes,,,True,,False,legal_forward,4848884,,False,176674159,secondary,0.791,False
品川→東京,15,35.64294,139.75077,59973392,tertiary,,,,,,True,,False,out_of_scope_axis_misaligned,4848884,,False,59973392,tertiary,0.445,False
品川→東京,16,35.64296,139.75235,421300042,primary,,,yes,,,True,,False,legal_forward,59973382,,False,421300042,primary,2.073,False
品川→東京,17,35.6483,139.75493,1033723439,trunk,,yes,yes,,,True,,False,out_of_scope_axis_misaligned,1033723439,,False,1033723439,trunk,1.814,False
品川→東京,18,35.64862,139.75466,741785139,tertiary_link,,,yes,,,True,,True,violation,741785139,B,True,741785139,tertiary_link,5.018,False
品川→東京,19,35.64911,139.75297,1033723439,trunk,,yes,yes,,,True,,False,legal_forward,147812389,,False,1033723439,trunk,0.497,False
品川→東京,20,35.65107,139.75374,656235283,trunk,,yes,yes,,,True,,False,legal_forward,60544335,,False,656235283,trunk,3.349,False
品川→東京,21,35.66028,139.75507,253812419,trunk,yes,yes,yes,,,True,,False,legal_forward,253812419,,False,253812419,trunk,4.972,False
品川→東京,22,35.6608,139.75546,253812419,trunk,yes,yes,yes,,,True,,False,legal_forward,665351157,,False,253812419,trunk,10.635,False
品川→東京,23,35.66371,139.75792,4848932,trunk,yes,yes,yes,,,True,,False,legal_forward,4848932,,False,4848932,trunk,0.893,False
品川→東京,24,35.66676,139.76034,253812422,trunk,,yes,yes,,,True,,False,legal_forward,253812422,,False,253812422,trunk,0.537,False
品川→東京,25,35.66705,139.76072,667962674,trunk,,yes,yes,,,True,,False,legal_forward,667962675,B,True,667962674,trunk,8.694,False
品川→東京,26,35.66833,139.76194,196380141,trunk,,,yes,,,True,,False,legal_forward,196380141,,False,196380141,trunk,6.042,False
品川→東京,27,35.66991,139.76364,196380141,trunk,,,yes,,,True,,False,legal_forward,191327487,,False,196380141,trunk,2.19,False
品川→東京,28,35.67125,139.76499,1090618166,trunk,,,yes,,,True,,False,legal_forward,669770287,,False,1090618166,trunk,3.424,False
品川→東京,29,35.67476,139.76873,1026056857,trunk,,,yes,,,True,,False,legal_forward,1026056857,,False,1026056857,trunk,2.79,False
品川→東京,30,35.67536,139.76923,40969586,unclassified,,,yes,,,True,,False,out_of_scope_axis_misaligned,40969585,,False,40969586,unclassified,1.457,False
品川→東京,31,35.67616,139.76965,1070720653,trunk,,yes,yes,,,True,,False,out_of_scope_axis_misaligned,23770583,,False,1070720653,trunk,0.081,False
品川→東京,32,35.67721,139.76717,203572465,secondary,,,yes,,,True,,False,out_of_scope_axis_misaligned,23770583,,False,203572465,secondary,2.623,False
品川→東京,33,35.67722,139.76665,676291216,secondary,,,yes,,,True,,False,legal_forward,665316180,,False,676291216,secondary,6.053,False
品川→東京,34,35.67738,139.76579,1485371598,footway,,,,,,False,highway=footway,False,out_of_scope_no_oneway,517127276,,False,1105155928,secondary,0.721,True
品川→東京,35,35.67741,139.76558,1360102103,footway,,,,,,False,highway=footway,False,out_of_scope_no_oneway,1450867348,,False,517127276,secondary,4.187,False
渋谷→六本木,0,35.65792,139.70354,680253718,pedestrian,,,,,,False,highway=pedestrian,False,out_of_scope_no_oneway,680253718,,False,172125347,trunk,3.692,False
渋谷→六本木,1,35.65798,139.7042,664881024,footway,,,,,,False,highway=footway,False,out_of_scope_no_oneway,664881024,,False,172125347,trunk,2.644,False
渋谷→六本木,2,35.65761,139.70435,211402007,service,,,yes,,,True,,False,legal_forward,211402007,,False,211402007,service,32.656,False
渋谷→六本木,3,35.6575,139.70475,611222110,unclassified,,,yes,,,True,,False,legal_forward,211286456,,False,611222110,unclassified,0.837,False
渋谷→六本木,4,35.65751,139.70557,611222110,unclassified,,,yes,,,True,,False,legal_forward,611222110,,False,611222110,unclassified,47.841,False
渋谷→六本木,5,35.65728,139.70615,611222110,unclassified,,,yes,,,True,,False,legal_forward,611222110,,False,611222110,unclassified,7.42,False
渋谷→六本木,6,35.65718,139.70693,141293460,tertiary,,,,,,True,,False,out_of_scope_no_oneway,141293467,,False,141293460,tertiary,0.758,False
渋谷→六本木,7,35.65682,139.70752,141293470,tertiary,,,,,,True,,False,out_of_scope_no_oneway,141293460,,False,141293470,tertiary,1.185,False
渋谷→六本木,8,35.6585,139.70853,852978900,secondary,,,yes,,,True,,False,legal_forward,852978900,,False,852978900,secondary,1.303,False
渋谷→六本木,9,35.65956,139.71978,934924985,secondary,,,yes,,,True,,False,legal_forward,185745188,,False,934924985,secondary,3.924,False
渋谷→六本木,10,35.65969,139.72083,934924985,secondary,,,yes,,,True,,False,legal_forward,139972196,,False,934924985,secondary,7.85,False
渋谷→六本木,11,35.65973,139.72263,934924985,secondary,,,yes,,,True,,False,legal_forward,934924985,,False,934924985,secondary,3.164,False
渋谷→六本木,12,35.66005,139.72437,852789786,secondary,,,yes,,,True,,False,legal_forward,628330002,,False,852789786,secondary,1.595,False
渋谷→六本木,13,35.66146,139.72831,888162707,secondary,,,yes,,,True,,False,legal_forward,261065069,,False,888162707,secondary,0.845,False
渋谷→六本木,14,35.6621,139.72956,271979242,secondary,,,yes,,,True,,False,legal_forward,271979242,,False,271979242,secondary,2.229,False
渋谷→六本木,15,35.66324,139.73207,927004531,secondary,,,yes,,,True,,False,legal_forward,693373502,,False,927004531,secondary,7.882,False
下北沢→三軒茶屋,0,35.66155,139.66772,41949455,unclassified,,,yes,,,True,,False,out_of_scope_axis_misaligned,41949455,,False,41949455,unclassified,134.507,False
下北沢→三軒茶屋,1,35.66121,139.66946,31824941,tertiary,,,,,,True,,False,out_of_scope_axis_misaligned,31824941,,False,31824941,tertiary,128.321,False
下北沢→三軒茶屋,2,35.66018,139.66883,31824941,tertiary,,,,,,True,,False,out_of_scope_no_oneway,31824941,,False,31824941,tertiary,0.241,False
下北沢→三軒茶屋,3,35.65847,139.66828,31824941,tertiary,,,,,,True,,False,out_of_scope_no_oneway,31824941,,False,31824941,tertiary,66.796,False
下北沢→三軒茶屋,4,35.65767,139.66775,1455713691,tertiary,,,,,,True,,False,out_of_scope_no_oneway,31824941,,False,1455713691,tertiary,1.756,False
下北沢→三軒茶屋,5,35.65602,139.66749,1455713691,tertiary,,,,,,True,,False,out_of_scope_no_oneway,32623898,,False,1455713691,tertiary,1.652,False
下北沢→三軒茶屋,6,35.65539,139.66749,32623771,unclassified,,,,,,True,,False,out_of_scope_axis_misaligned,32623771,,False,32623771,unclassified,0.09,False
下北沢→三軒茶屋,7,35.65502,139.66727,1455713691,tertiary,,,,,,True,,False,out_of_scope_no_oneway,1455713691,,False,1455713691,tertiary,39.054,False
下北沢→三軒茶屋,8,35.65433,139.6672,174526353,tertiary,,,,,,True,,False,out_of_scope_no_oneway,1455626148,,False,174526353,tertiary,2.789,False
下北沢→三軒茶屋,9,35.65305,139.66719,174526353,tertiary,,,,,,True,,False,out_of_scope_no_oneway,48728743,,False,174526353,tertiary,0.178,False
下北沢→三軒茶屋,10,35.65086,139.66731,174526353,tertiary,,,,,,True,,False,out_of_scope_no_oneway,174526353,,False,174526353,tertiary,0.242,False
下北沢→三軒茶屋,11,35.64963,139.66772,900818661,tertiary,,,,,,True,,False,out_of_scope_no_oneway,1245239907,,False,900818661,tertiary,17.016,False
下北沢→三軒茶屋,12,35.64551,139.67034,26950358,tertiary,yes,,,,,True,,False,out_of_scope_no_oneway,26950358,,False,26950358,tertiary,0.362,False
下北沢→三軒茶屋,13,35.6436,139.67107,1034261843,primary,,,,,,True,,False,out_of_scope_axis_misaligned,261193601,,False,1034261843,primary,0.549,False
下北沢→三軒茶屋,14,35.64365,139.67116,1034261845,trunk,,yes,yes,,,True,,False,out_of_scope_axis_misaligned,252731098,,False,1034261845,trunk,0.852,False
高円寺→中野,0,35.70566,139.65054,328155326,tertiary,,,,,,True,,False,out_of_scope_no_oneway,193752446,,False,328155326,tertiary,1.309,False
高円寺→中野,1,35.70553,139.65197,177661137,residential,,,yes,no,,True,,False,out_of_scope_axis_misaligned,75889835,,False,177661137,residential,1.026,False
高円寺→中野,2,35.70567,139.65762,107538703,unclassified,,,,,,True,,False,out_of_scope_no_oneway,60433913,,False,107538703,unclassified,2.047,False
高円寺→中野,3,35.70544,139.65818,223300003,unclassified,,,,,,True,,False,out_of_scope_axis_misaligned,62263412,,False,223300003,unclassified,0.205,False
高円寺→中野,4,35.7055,139.66049,62263412,unclassified,,,yes,no,,True,,False,legal_bicycle_exempt,49175544,,False,62263412,unclassified,41.531,False
高円寺→中野,5,35.70549,139.66169,49175544,unclassified,,,,,,True,,False,out_of_scope_no_oneway,49175544,,False,49175544,unclassified,12.944,False
高円寺→中野,6,35.70544,139.66273,49175544,unclassified,,,,,,True,,False,out_of_scope_no_oneway,49175544,,False,49175544,unclassified,2.72,False
高円寺→中野,7,35.70545,139.66424,49175544,unclassified,,,,,,True,,False,out_of_scope_no_oneway,49175544,,False,49175544,unclassified,1.553,False
高円寺→中野,8,35.70544,139.66536,948945646,unclassified,,,,,,True,,False,out_of_scope_no_oneway,1092867993,,False,948945646,unclassified,3.35,False
高円寺→中野,9,35.70613,139.66535,687171297,secondary,,,,,,True,,False,out_of_scope_no_oneway,676591001,,False,687171297,secondary,0.137,False
荻窪→阿佐ヶ谷,0,35.70425,139.62101,131838513,tertiary,,,yes,no,,True,,False,legal_bicycle_exempt,1073928340,,False,131838513,tertiary,17.652,False
荻窪→阿佐ヶ谷,1,35.70435,139.62172,131838512,tertiary,,,yes,no,,True,,False,legal_bicycle_exempt,131838512,,False,131838512,tertiary,5.926,False
荻窪→阿佐ヶ谷,2,35.70437,139.62238,1071007332,tertiary,,,yes,no,,True,,False,legal_bicycle_exempt,39816294,,False,1071007332,tertiary,0.502,False
