label,way_id,fn_reason,needs_manual_check,point_lat,point_lng,osm_url,oneway,highway,name,osm_tags_raw,start_idx,end_idx,geom_nodes,trimmed_length_m,going_wrong_way,against_votes,direction_votes,angle_way_axis_vs_travel_deg,travel_vector_lng,travel_vector_lat,oneway_bicycle,cycleway,using_edge_ids,diagnosis_detail,overpass_endpoint,match_way_id,match_dist_m,match_margin_m,match_ambiguous
東京→渋谷,23671260,forward_travel,False,35.670457,139.752007,https://www.openstreetmap.org/way/23671260,yes,primary,祝田通り,cycleway:left=lane; foot=no; highway=primary; lit=yes; name=祝田通り; name:en=Iwaida dori; name:es=Calle Iwaida; name:ja=祝田通り; name:ja_rm=Iwaida dori; oneway=yes; ref=301; surface=asphalt,26,29,9,277.99,False,0,8,0.0,-0.0012690000000077362,-0.0022759999999948377,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.0°・逆走側セグメント 0/8）,overpass-api.de,,,,
東京→渋谷,23812407,forward_travel,False,35.665842,139.738589,https://www.openstreetmap.org/way/23812407,yes,secondary_link,,foot=no; highway=secondary_link; lanes=1; oneway=yes; ref=412,70,77,10,108.66,False,0,9,0.0,-0.0009090000000071541,0.00044300000000419004,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.0°・逆走側セグメント 0/9）,overpass-api.de,,,,
東京→渋谷,24402565,forward_travel,False,35.665259,139.738839,https://www.openstreetmap.org/way/24402565,yes,secondary_link,,foot=no; highway=secondary_link; oneway=yes; ref=415,64,69,7,37.69,False,0,6,0.1,-0.00030699999999228567,2.800000000036107e-05,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.1°・逆走側セグメント 0/6）,overpass-api.de,,,,
東京→渋谷,24487307,forward_travel,False,35.669394,139.742165,https://www.openstreetmap.org/way/24487307,yes,unclassified,榎坂,highway=unclassified; name=榎坂; oneway=yes; surface=asphalt,53,54,3,63.22,False,0,2,0.1,-0.0006930000000124892,7.80000000020209e-05,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.1°・逆走側セグメント 0/2）,overpass-api.de,,,,
東京→渋谷,56757425,bicycle_exempt,False,35.655284,139.706623,https://www.openstreetmap.org/way/56757425,yes,unclassified,,highway=unclassified; oneway=yes; oneway:bicycle=no; source=photo; surface=asphalt,123,124,2,10.41,False,0,1,0.0,-0.00011299999999891952,-2.1000000003823516e-05,no,,True,`oneway:bicycle=no`（自転車は一方通行の対象外）,overpass-api.de,,,,
東京→渋谷,87250179,forward_travel,False,35.657402,139.700752,https://www.openstreetmap.org/way/87250179,yes,tertiary,神宮通り,highway=tertiary; lanes=1; name=神宮通り; name:en=Jingu-dori Street; oneway=yes; surface=asphalt,141,142,2,19.06,False,0,1,0.2,-8.099999999444663e-05,0.00015900000000357295,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.2°・逆走側セグメント 0/1）,overpass-api.de,,,,
東京→渋谷,145405919,forward_travel,False,35.681502,139.764602,https://www.openstreetmap.org/way/145405919,yes,secondary,行幸通り,"foot=no; highway=secondary; lanes=4; name=行幸通り; name:en=Gyōkō Street; name:es=Calle Gyōkō; name:fr=Rue Gyōkō; name:ja=行幸通り; name:ja-Hira=ぎょうこうどおり; name:ja-Latn=Gyōkō-dōri; name:zh=行幸通; oneway=yes; ref=404; source=Bing,2007-04; surface=asphalt; wikidata=Q11103006; wikipedia=ja:東京都道404号皇居前東京停車場線",11,12,10,235.17,False,0,9,0.0,-0.0025200000000040745,0.000529999999997699,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.0°・逆走側セグメント 0/9）,overpass-api.de,,,,
東京→渋谷,150857443,forward_travel,False,35.66969,139.751624,https://www.openstreetmap.org/way/150857443,yes,primary,祝田通り,foot=no; highway=primary; lit=yes; maxspeed=40; name=祝田通り; name:en=Iwaida-dori; name:es=Calle Iwaida; name:ja=祝田通り; name:ja_rm=Iwaida Dori; oneway=yes; ref=301,29,30,2,11.67,False,0,1,0.2,-4.6999999995023245e-05,-9.70000000037885e-05,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.2°・逆走側セグメント 0/1）,overpass-api.de,,,,
東京→渋谷,150868751,forward_travel,False,35.669593,139.751577,https://www.openstreetmap.org/way/150868751,yes,secondary,外堀通り,foot=no; highway=secondary; lanes=2; maxspeed=50; name=外堀通り; name:en=Sotobori-dori; name:es=Calle Sotobori; name:ja=外堀通り; name:ja-Latn=Sotobori Dōri; oneway=yes; ref=405; surface=asphalt,30,31,6,213.99,False,0,5,0.0,-0.0021879999999896427,0.0007360000000034006,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.0°・逆走側セグメント 0/5）,overpass-api.de,,,,
東京→渋谷,156645911,forward_travel,False,35.676755,139.755993,https://www.openstreetmap.org/way/156645911,yes,primary,内堀通り,cycleway:left=lane; highway=primary; lit=yes; name=内堀通り; name:en=Uchibori Street; name:es=Calle Uchibori; name:fr=Rue Uchibori; name:ja=内堀通り; name:ja-Hira=うちぼりどおり; name:ja-Latn=Uchibori-dōri; name:zh=内堀路; oneway=yes; ref=301; sidewalk:left=separate; sidewalk:right=no; source=Bing; surface=asphalt; wikidata=Q11393904,19,20,3,16.7,False,0,2,0.3,-7.499999998117346e-05,-0.0001370000000022742,,,True,進行方向照合で順走（way軸と進行方向の角度差 0.3°・逆走側セグメント 0/2）,overpass-api.de,,,,
