label,sample_idx,route_idx,lat,lng,margin_m,geometric_ambiguous_2m,decision_tuple_diff,semantic_decision_tuple_diff,decision_impact_ambiguous_2m,violation_flip,violation_flip_ambiguous_2m,rank1_way_id,rank1_highway,rank1_oneway,rank1_oneway_semantic,rank1_direction,rank1_exemption,rank1_status,rank1_violation,rank1_misaligned,rank2_way_id,rank2_highway,rank2_oneway,rank2_oneway_semantic,rank2_direction,rank2_exemption,rank2_status,rank2_violation,rank2_misaligned
渋谷→六本木,2,4,35.65761,139.70435,32.563,False,True,True,False,False,False,211402007,service,yes,forward,with,,legal_forward,False,False,664819019,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
渋谷→六本木,3,6,35.6575,139.70475,0.837,True,True,True,True,False,False,611222110,unclassified,yes,forward,with,,legal_forward,False,False,211286456,unclassified,yes,forward,against,,out_of_scope_axis_misaligned,False,True
渋谷→六本木,4,7,35.65751,139.70557,47.841,False,True,True,False,False,False,611222110,unclassified,yes,forward,with,,legal_forward,False,False,109231692,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
渋谷→六本木,5,9,35.65728,139.70615,6.198,False,True,True,False,False,False,611222110,unclassified,yes,forward,with,,legal_forward,False,False,511276639,steps,,none,not_applicable,,out_of_scope_no_oneway,False,False
渋谷→六本木,6,11,35.65718,139.70693,0.758,True,True,True,True,False,False,141293460,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,141293467,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
渋谷→六本木,7,12,35.65682,139.70752,1.185,True,True,True,True,False,False,141293470,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,141293460,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
渋谷→六本木,8,13,35.6585,139.70853,1.303,True,True,True,True,False,False,852978900,secondary,yes,forward,with,,legal_forward,False,False,914330752,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
渋谷→六本木,9,14,35.65956,139.71978,1.637,True,False,False,False,False,False,934924985,secondary,yes,forward,with,,legal_forward,False,False,202809279,motorway_link,yes,forward,with,,legal_forward,False,False
渋谷→六本木,10,15,35.65969,139.72083,6.438,False,True,True,False,False,False,934924985,secondary,yes,forward,with,,legal_forward,False,False,185745188,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
渋谷→六本木,11,16,35.65973,139.72263,3.164,False,False,False,False,False,False,934924985,secondary,yes,forward,with,,legal_forward,False,False,628330003,secondary,yes,forward,with,,legal_forward,False,False
渋谷→六本木,12,17,35.66005,139.72437,1.595,True,False,False,False,False,False,852789786,secondary,yes,forward,with,,legal_forward,False,False,628330003,secondary,yes,forward,with,,legal_forward,False,False
渋谷→六本木,13,18,35.66146,139.72831,0.845,True,False,False,False,False,False,888162707,secondary,yes,forward,with,,legal_forward,False,False,261065069,secondary,yes,forward,with,,legal_forward,False,False
渋谷→六本木,14,19,35.6621,139.72956,2.229,False,True,True,False,False,False,271979242,secondary,yes,forward,with,,legal_forward,False,False,600251619,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
渋谷→六本木,15,20,35.66324,139.73207,4.278,False,False,False,False,False,False,927004531,secondary,yes,forward,with,,legal_forward,False,False,1328383040,motorway,yes,forward,with,,legal_forward,False,False
下北沢→三軒茶屋,0,0,35.66155,139.66772,0.464,True,True,True,True,False,False,41949455,unclassified,yes,forward,against,,out_of_scope_axis_misaligned,False,True,850994489,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,1,1,35.66121,139.66946,3.785,False,True,True,False,False,False,31824941,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,1076444529,pedestrian,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,2,2,35.66018,139.66883,0.241,True,True,True,True,False,False,31824941,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,33614319,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
下北沢→三軒茶屋,3,3,35.65847,139.66828,4.816,False,False,False,False,False,False,31824941,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1455713749,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,4,4,35.65767,139.66775,1.756,True,False,False,False,False,False,1455713691,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,31824941,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,5,5,35.65602,139.66749,1.652,True,True,True,True,False,False,1455713691,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,41949703,residential,yes,forward,against,,out_of_scope_axis_misaligned,False,True
下北沢→三軒茶屋,6,6,35.65539,139.66749,0.09,True,True,True,True,False,False,32623771,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,1455713691,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,7,7,35.65502,139.66727,5.058,False,False,False,False,False,False,1455713691,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1455626153,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,8,8,35.65433,139.6672,1.989,True,False,False,False,False,False,174526353,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1455626149,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,9,9,35.65305,139.66719,0.178,True,True,True,True,False,False,174526353,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,48728743,residential,yes,forward,with,,out_of_scope_axis_misaligned,False,True
下北沢→三軒茶屋,10,10,35.65086,139.66731,0.242,True,True,True,True,False,False,174526353,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,277209534,secondary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
下北沢→三軒茶屋,11,11,35.64963,139.66772,0.52,True,False,False,False,False,False,900818661,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1286492781,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,12,12,35.64551,139.67034,0.362,True,True,True,True,False,False,26950358,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,36710485,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
下北沢→三軒茶屋,13,13,35.6436,139.67107,0.549,True,True,True,True,False,False,1034261843,primary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,1034261844,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
下北沢→三軒茶屋,14,14,35.64365,139.67116,0.739,True,True,True,True,False,False,1034261845,trunk,yes,forward,against,,out_of_scope_axis_misaligned,False,True,1034261846,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
高円寺→中野,0,0,35.70566,139.65054,1.309,True,True,True,True,False,False,328155326,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,193752446,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
高円寺→中野,1,2,35.70553,139.65197,1.026,True,True,True,True,False,False,177661137,residential,yes,forward,against,oneway:bicycle=no,out_of_scope_axis_misaligned,False,True,328155326,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
高円寺→中野,2,3,35.70567,139.65762,2.047,False,True,True,False,False,False,107538703,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,60433913,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
高円寺→中野,3,5,35.70544,139.65818,0.205,True,True,True,True,False,False,223300003,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,223300016,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False
高円寺→中野,4,6,35.7055,139.66049,41.531,False,True,True,False,False,False,62263412,unclassified,yes,forward,against,oneway:bicycle=no,legal_bicycle_exempt,False,False,49175544,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False
高円寺→中野,5,7,35.70549,139.66169,12.944,False,True,True,False,False,False,49175544,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,64378178,residential,yes,forward,against,oneway:bicycle=no,out_of_scope_axis_misaligned,False,True
高円寺→中野,6,8,35.70544,139.66273,2.72,False,True,True,False,False,False,49175544,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,58206774,service,yes,forward,with,oneway:bicycle=no,out_of_scope_axis_misaligned,False,True
高円寺→中野,7,9,35.70545,139.66424,1.553,True,True,True,True,False,False,49175544,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,1330235066,unclassified,yes,forward,against,oneway:bicycle=no,out_of_scope_axis_misaligned,False,True
高円寺→中野,8,11,35.70544,139.66536,3.29,False,False,False,False,False,False,948945646,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,326864721,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
高円寺→中野,9,12,35.70613,139.66535,0.137,True,False,False,False,False,False,687171297,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,676591001,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,0,0,35.70425,139.62101,4.346,False,True,True,False,False,False,131838513,tertiary,yes,forward,with,oneway:bicycle=no,legal_bicycle_exempt,False,False,131841691,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,1,1,35.70435,139.62172,3.878,False,True,True,False,False,False,131838512,tertiary,yes,forward,with,oneway:bicycle=no,legal_bicycle_exempt,False,False,131841690,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,2,2,35.70437,139.62238,0.502,True,True,True,True,False,False,1071007332,tertiary,yes,forward,with,oneway:bicycle=no,legal_bicycle_exempt,False,False,39816294,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,3,3,35.7044,139.62297,4.063,False,False,False,False,False,False,80832757,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,566652198,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,4,4,35.70354,139.62639,2.76,False,True,True,False,False,False,1352004080,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,566652201,tertiary,yes,forward,against,oneway:bicycle=no,legal_bicycle_exempt,False,False
荻窪→阿佐ヶ谷,5,6,35.70328,139.62749,0.458,True,True,True,True,False,False,168918384,primary,yes,forward,with,oneway:bicycle=no,legal_bicycle_exempt,False,False,80833412,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
荻窪→阿佐ヶ谷,6,7,35.70383,139.62758,1.276,True,False,False,False,False,False,80833688,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,80833767,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,7,8,35.70368,139.62866,0.037,True,True,True,True,False,False,80834023,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,80833767,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
荻窪→阿佐ヶ谷,8,10,35.7038,139.6305,14.576,False,True,True,False,False,False,80835345,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,99998235,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
荻窪→阿佐ヶ谷,9,11,35.7037,139.63123,1.131,True,True,True,True,False,False,80835345,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,80835305,residential,yes,forward,with,oneway:bicycle=no,out_of_scope_axis_misaligned,False,True
荻窪→阿佐ヶ谷,10,13,35.70401,139.63283,1.598,True,True,True,True,True,True,80835360,residential,yes,forward,against,,violation,True,False,80835361,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
荻窪→阿佐ヶ谷,11,14,35.70462,139.63456,1.746,True,True,True,True,True,True,87704269,residential,yes,forward,with,oneway:bicycle=no,out_of_scope_axis_misaligned,False,True,80835360,residential,yes,forward,against,,violation,True,False
荻窪→阿佐ヶ谷,12,16,35.70456,139.635,1.037,True,True,True,True,False,False,194848488,service,,none,not_applicable,,out_of_scope_no_oneway,False,False,194848475,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
荻窪→阿佐ヶ谷,13,18,35.7047,139.63559,0.95,True,True,True,True,False,False,87703816,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,194848480,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,0,0,35.60767,139.66856,6.211,False,True,True,False,False,False,287033954,unclassified,yes,forward,with,,out_of_scope_axis_misaligned,False,True,114060649,unclassified,yes,forward,with,,legal_forward,False,False
自由が丘→等々力,1,3,35.60656,139.6681,0.156,True,True,True,True,True,True,25533292,unclassified,yes,forward,with,,legal_forward,False,False,350353685,service,yes,forward,against,,violation,True,False
自由が丘→等々力,2,4,35.60661,139.66757,2.91,False,True,True,False,True,False,350353685,service,yes,forward,against,,violation,True,False,200093226,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,3,7,35.60616,139.66722,1.069,True,True,True,True,False,False,1337624814,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,55047413,residential,yes,forward,against,,out_of_scope_axis_misaligned,False,True
自由が丘→等々力,4,8,35.60643,139.66625,0.177,True,False,False,False,False,False,1337624814,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,48678504,service,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,5,9,35.60601,139.66498,0.883,True,False,False,False,False,False,48903694,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,48678504,service,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,6,11,35.60546,139.66304,1.261,True,False,False,False,False,False,1337624815,service,,none,not_applicable,,out_of_scope_no_oneway,False,False,295477986,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,7,12,35.60861,139.6495,1.187,True,False,False,False,False,False,59266136,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,190122592,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,8,14,35.60826,139.64885,1.566,True,False,False,False,False,False,47483021,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False,190122593,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
自由が丘→等々力,9,15,35.60857,139.64751,0.918,True,True,True,True,False,False,47483021,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False,91465367,footway,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,0,0,35.85878,139.65799,4.962,False,False,False,False,False,False,916790137,tertiary,yes,forward,with,,out_of_scope_axis_misaligned,False,True,916790138,tertiary,yes,forward,with,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,1,2,35.85906,139.65813,0.505,True,True,True,True,True,True,1444864905,tertiary,yes,forward,with,,out_of_scope_axis_misaligned,False,True,325347768,unclassified,yes,forward,against,,violation,True,False
浦和→さいたま新都心,2,5,35.85991,139.6569,0.701,True,True,True,True,False,False,325347769,unclassified,yes,forward,against,oneway:bicycle=no,legal_bicycle_exempt,False,False,155587099,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,3,6,35.86051,139.65648,25.784,False,True,True,False,False,False,299401402,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,325347769,unclassified,yes,forward,against,oneway:bicycle=no,legal_bicycle_exempt,False,False
浦和→さいたま新都心,4,7,35.86101,139.65633,42.935,False,True,True,False,False,False,299401402,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,771672190,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,5,8,35.86137,139.65614,1.154,True,True,True,True,False,False,771672190,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,299401402,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,6,9,35.86593,139.65308,0.163,True,True,True,True,False,False,100148369,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,100298047,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,7,10,35.86644,139.65293,0.123,True,False,False,False,False,False,1263030291,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,100148369,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,8,13,35.86665,139.65262,1.8,True,False,False,False,False,False,1378604847,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False,1378633397,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,9,17,35.86766,139.6515,1.356,True,False,False,False,False,False,100148347,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,100400218,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,10,18,35.86815,139.6512,16.027,False,False,False,False,False,False,100148347,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,100400235,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,11,20,35.86828,139.65085,2.542,False,True,True,False,False,False,771672193,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,100400218,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,12,21,35.87001,139.64949,1.129,True,True,True,True,False,False,100400218,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,771672195,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,13,22,35.86979,139.64907,0.825,True,True,True,True,False,False,312590910,primary,no,none,not_applicable,,out_of_scope_no_oneway,False,False,771672195,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,14,23,35.87263,139.64713,0.519,True,True,False,True,False,False,484454198,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False,906817331,primary,no,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,15,24,35.87646,139.64517,2.047,False,True,True,False,False,False,323017083,secondary,no,none,not_applicable,,out_of_scope_no_oneway,False,False,99170884,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,16,25,35.88068,139.64305,5.031,False,True,False,False,False,False,323017083,secondary,no,none,not_applicable,,out_of_scope_no_oneway,False,False,1429902657,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,17,26,35.88224,139.64189,2.671,False,True,True,False,False,False,1429907953,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False,99170594,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
浦和→さいたま新都心,18,27,35.88749,139.63856,3.275,False,False,False,False,False,False,1393674973,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,770936314,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
浦和→さいたま新都心,19,28,35.89348,139.63469,2.259,False,True,True,False,False,False,1393674972,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,57898235,motorway,yes,forward,with,,legal_forward,False,False
浦和→さいたま新都心,20,29,35.89411,139.63417,1.964,True,True,True,True,False,False,285614711,pedestrian,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,770927661,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
吉祥寺→三鷹,0,0,35.70293,139.57722,0.063,True,True,True,True,False,False,1253983170,secondary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,1253983167,primary,,none,not_applicable,,out_of_scope_no_oneway,False,False
吉祥寺→三鷹,1,1,35.70566,139.56803,0.095,True,True,True,True,False,False,145130502,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,178772547,primary,,none,not_applicable,,out_of_scope_no_oneway,False,False
吉祥寺→三鷹,2,2,35.70369,139.56694,0.485,True,True,True,True,True,True,145130484,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,209297871,residential,yes,forward,against,,violation,True,False
吉祥寺→三鷹,3,3,35.70352,139.56092,2.303,False,True,True,False,False,False,1527420839,service,yes,forward,with,,out_of_scope_axis_misaligned,False,True,153167829,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
吉祥寺→三鷹,4,4,35.70333,139.56089,0.392,True,True,True,True,False,False,1527420839,service,yes,forward,with,,out_of_scope_axis_misaligned,False,True,1527420840,service,yes,forward,with,,legal_forward,False,False
立川→国分寺,0,0,35.69665,139.4128,3.984,False,True,True,False,True,False,853388885,tertiary,yes,forward,against,,violation,True,False,823191579,pedestrian,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,1,1,35.69566,139.41228,0.867,True,True,True,True,False,False,742524875,tertiary,yes,forward,with,,out_of_scope_axis_misaligned,False,True,853388888,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,2,2,35.69174,139.42325,2.299,False,True,True,False,True,False,81601827,unclassified,yes,forward,against,,out_of_scope_axis_misaligned,False,True,138427594,tertiary,yes,forward,against,,violation,True,False
立川→国分寺,3,3,35.69153,139.42453,2.222,False,True,True,False,True,False,1429406683,tertiary,yes,forward,against,,violation,True,False,1453544791,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,4,4,35.69157,139.4252,7.747,False,True,True,False,True,False,138427587,tertiary,yes,forward,with,,legal_forward,False,False,1429406683,tertiary,yes,forward,against,,violation,True,False
立川→国分寺,5,5,35.6915,139.42711,8.334,False,True,True,False,True,False,138427588,tertiary,yes,forward,with,,legal_forward,False,False,854935399,tertiary,yes,forward,against,,violation,True,False
立川→国分寺,6,7,35.69124,139.42831,3.171,False,True,True,False,False,False,81601830,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,77067799,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,7,8,35.69027,139.43143,0.988,True,True,True,True,False,False,81848141,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,81848101,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,8,9,35.69016,139.43212,58.962,False,True,True,False,False,False,81848141,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,81848101,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,9,10,35.69022,139.43395,0.835,True,False,False,False,False,False,81848141,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,81848109,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,10,11,35.69165,139.43391,0.002,True,True,True,True,False,False,84272034,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,84271997,residential,yes,forward,with,,legal_forward,False,False
立川→国分寺,11,12,35.69184,139.43967,0.278,True,True,True,True,False,False,84271997,residential,yes,forward,with,,legal_forward,False,False,237757473,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,12,13,35.69114,139.4397,0.659,True,True,True,True,False,False,237757473,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,84271985,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,13,14,35.69135,139.44677,0.584,True,True,True,True,False,False,135230359,footway,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,84271957,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,14,15,35.69205,139.44675,0.694,True,False,False,False,False,False,84271956,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,135230359,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,15,17,35.69359,139.44711,0.273,True,True,True,True,False,False,53348166,residential,yes,forward,with,,legal_forward,False,False,135230354,footway,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,16,18,35.69382,139.45489,0.216,True,True,True,True,False,False,172480046,residential,yes,forward,with,,legal_forward,False,False,86478865,unclassified,yes,forward,against,,out_of_scope_axis_misaligned,False,True
立川→国分寺,17,19,35.69437,139.45488,0.114,True,True,True,True,False,False,84271954,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,86478865,unclassified,yes,forward,against,,out_of_scope_axis_misaligned,False,True
立川→国分寺,18,20,35.69447,139.45796,8.575,False,False,False,False,False,False,728187456,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,454008763,service,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,19,21,35.69432,139.45997,3.816,False,True,True,False,False,False,728187456,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,184674220,primary,yes,forward,against,,out_of_scope_axis_misaligned,False,True
立川→国分寺,20,22,35.69408,139.4623,3.151,False,False,False,False,False,False,161965524,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1252310694,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,21,24,35.69483,139.46397,1.782,True,True,True,True,False,False,172480150,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,86751479,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,22,26,35.69506,139.46456,16.101,False,False,False,False,False,False,161954712,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1410570716,service,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,23,27,35.69541,139.46619,0.608,True,True,True,True,False,False,161954672,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,887546947,residential,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,24,28,35.69604,139.4692,0.168,True,True,True,True,False,False,1346808669,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True,1427049474,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,25,29,35.69628,139.47058,4.899,False,False,False,False,False,False,1427049474,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1349229546,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,26,30,35.69655,139.47463,4.079,False,False,False,False,False,False,161954707,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1349229546,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,27,31,35.69646,139.47531,6.704,False,True,True,False,False,False,161954707,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,401781054,service,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,28,32,35.69662,139.47615,1.479,True,False,False,False,False,False,258865968,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,161954707,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,29,33,35.69728,139.47745,0.487,True,False,False,False,False,False,161954368,residential,,none,not_applicable,,out_of_scope_no_oneway,False,False,161954707,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,30,34,35.69796,139.47823,2.591,False,True,True,False,False,False,1427049470,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,28850943,tertiary,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,31,35,35.69856,139.4793,0.837,True,True,True,True,False,False,161953646,unclassified,,none,not_applicable,,out_of_scope_no_oneway,False,False,1427049473,unclassified,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
立川→国分寺,32,36,35.69924,139.48017,1.338,True,False,False,False,False,False,1427049470,secondary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1427049472,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False
立川→国分寺,33,37,35.69941,139.48015,4.346,False,False,False,False,False,False,1427049472,tertiary,,none,not_applicable,,out_of_scope_no_oneway,False,False,1082813744,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
横浜→みなとみらい,0,0,35.46478,139.62296,0.898,True,False,False,False,False,False,548992507,service,,none,not_applicable,,out_of_scope_no_oneway,False,False,542886819,footway,,none,not_applicable,,out_of_scope_no_oneway,False,False
横浜→みなとみらい,1,4,35.46414,139.62264,3.696,False,True,True,False,True,False,28413948,unclassified,yes,forward,against,,violation,True,False,1083959345,footway,,none,not_applicable,,out_of_scope_axis_misaligned,False,True
