label,sample_idx,old_20260730_candidate_count,fixed_20260801_overpass_candidate_count,pbf_20260801_candidate_count,old_rank1,fixed_rank1,pbf_rank1,old_rank2,fixed_rank2,pbf_rank2,old_to_fixed_count_diff,old_to_fixed_rank12_diff,fixed_to_pbf_count_diff,fixed_to_pbf_rank12_diff
川崎→武蔵小杉,3,168,168,168,1226423529,1226423529,1226423529,989906376,989906376,989906376,False,False,False,False
川崎→武蔵小杉,4,168,168,168,989951075,989951075,989951075,992703183,992703183,992703183,False,False,False,False
川崎→武蔵小杉,5,168,168,168,992241606,992241606,992241606,263456981,263456981,263456981,False,False,False,False
川崎→武蔵小杉,6,168,168,168,387787695,387787695,387787695,991711775,991711775,991711775,False,False,False,False
川崎→武蔵小杉,7,168,168,168,991020675,991020675,991020675,990058492,990058492,990058492,False,False,False,False
川崎→武蔵小杉,8,168,168,168,1451926119,1451926119,1451926119,991020675,991020675,991020675,False,False,False,False
川崎→武蔵小杉,9,168,168,168,27639367,27639367,27639367,1011150937,1011150937,1011150937,False,False,False,False
川崎→武蔵小杉,10,168,168,168,31875063,31875063,31875063,155790743,155790743,155790743,False,False,False,False
川崎→武蔵小杉,11,168,168,168,31875063,31875063,31875063,1537673791,1537673791,1537673791,False,False,False,False
川崎→武蔵小杉,12,168,168,168,932751006,932751006,932751006,37712600,37712600,37712600,False,False,False,False
川崎→武蔵小杉,13,168,168,168,932751006,932751006,932751006,1144230124,1144230124,1144230124,False,False,False,False
川崎→武蔵小杉,14,168,168,168,294664333,294664333,294664333,159367393,159367393,159367393,False,False,False,False
川崎→武蔵小杉,15,168,168,168,294664333,294664333,294664333,557828565,557828565,557828565,False,False,False,False
川崎→武蔵小杉,16,168,168,168,294664333,294664333,294664333,159367636,159367636,159367636,False,False,False,False
川崎→武蔵小杉,17,168,168,168,159368010,159368010,159368010,228751920,228751920,228751920,False,False,False,False
川崎→武蔵小杉,18,168,168,168,159368010,159368010,159368010,680507396,680507396,680507396,False,False,False,False
川崎→武蔵小杉,19,168,168,168,561778848,561778848,561778848,812902514,812902514,812902514,False,False,False,False
川崎→武蔵小杉,20,168,168,168,812902514,812902514,812902514,561778848,561778848,561778848,False,False,False,False
川崎→武蔵小杉,21,168,168,168,812902514,812902514,812902514,267954379,267954379,267954379,False,False,False,False
川崎→武蔵小杉,22,168,168,168,123458564,123458564,123458564,267954379,267954379,267954379,False,False,False,False
川崎→武蔵小杉,23,168,168,168,123458564,123458564,123458564,267954378,267954378,267954378,False,False,False,False
川崎→武蔵小杉,24,168,168,168,123458564,123458564,123458564,1034802251,1034802251,1034802251,False,False,False,False
川崎→武蔵小杉,25,168,168,168,31990106,31990106,31990106,267975548,267975548,267975548,False,False,False,False
川崎→武蔵小杉,26,168,168,168,932277458,932277458,932277458,267954378,267954378,267954378,False,False,False,False
川崎→武蔵小杉,27,168,168,168,570317028,570317028,570317028,1028316658,1028316658,1028316658,False,False,False,False
千葉→幕張本郷,0,278,281,282,702077871,702077871,702077871,350247461,350247461,350247461,True,False,True,False
千葉→幕張本郷,1,278,281,282,702077871,702077871,702077871,233565187,233565187,233565187,True,False,True,False
千葉→幕張本郷,2,278,281,282,702077871,702077871,702077871,1386938765,1386938765,1386938765,True,False,True,False
千葉→幕張本郷,3,278,281,282,702077871,702077871,702077871,1386938765,1386938765,1386938765,True,False,True,False
千葉→幕張本郷,4,278,281,282,702077871,702077871,702077871,144846307,144846307,144846307,True,False,True,False
千葉→幕張本郷,5,278,281,282,233583368,233583368,233583368,144785471,144785471,144785471,True,False,True,False
千葉→幕張本郷,6,278,281,282,233583368,233583368,233583368,144785471,144785471,144785471,True,False,True,False
千葉→幕張本郷,7,278,281,282,144785471,144785471,144785471,181993567,181993567,181993567,True,False,True,False
千葉→幕張本郷,8,278,281,282,144785430,144785430,144785430,144785471,144785471,144785471,True,False,True,False
千葉→幕張本郷,9,278,281,282,144785464,144785464,144785464,219685759,219685759,219685759,True,False,True,False
千葉→幕張本郷,10,278,281,282,144785464,144785464,144785464,172621192,172621192,172621192,True,False,True,False
千葉→幕張本郷,11,278,281,282,144785464,144785464,144785464,1083937781,1083937781,1083937781,True,False,True,False
千葉→幕張本郷,12,278,281,282,144785464,144785464,144785464,1083937781,1083937781,1083937781,True,False,True,False
千葉→幕張本郷,13,278,281,282,103755119,103755119,103755119,1083937775,1083937775,1083937775,True,False,True,False
千葉→幕張本郷,14,278,281,282,172896096,172896096,172896096,103755119,103755119,103755119,True,False,True,False
千葉→幕張本郷,15,278,281,282,23052404,23052404,23052404,178600326,178600326,178600326,True,False,True,False
千葉→幕張本郷,16,278,281,282,23052404,23052404,23052404,22961575,22961575,22961575,True,False,True,False
千葉→幕張本郷,17,278,281,282,23053066,23053066,23053066,23052404,23052404,23052404,True,False,True,False
千葉→幕張本郷,18,278,281,282,23052404,23052404,23052404,1083988791,1083988791,1083988791,True,False,True,False
千葉→幕張本郷,19,278,281,282,23052404,23052404,23052404,22961575,22961575,22961575,True,False,True,False
千葉→幕張本郷,20,278,281,282,23052404,23052404,23052404,153600800,153600800,153600800,True,False,True,False
千葉→幕張本郷,21,278,281,282,23052404,23052404,23052404,233960862,233960862,233960862,True,False,True,False
千葉→幕張本郷,22,278,281,282,23052404,23052404,23052404,400848983,400848983,400848983,True,False,True,False
千葉→幕張本郷,23,278,281,282,23052404,23052404,23052404,22961575,22961575,22961575,True,False,True,False
千葉→幕張本郷,24,278,281,282,23052404,23052404,23052404,22961575,22961575,22961575,True,False,True,False
千葉→幕張本郷,25,278,281,282,23052404,23052404,23052404,22961576,22961576,22961576,True,False,True,False
千葉→幕張本郷,26,278,281,282,652775513,652775513,652775513,1066868407,1066868407,1066868407,True,False,True,False
千葉→幕張本郷,27,278,281,282,176181810,176181810,176181810,1275353170,1275353170,1275353170,True,False,True,False
千葉→幕張本郷,28,278,281,282,176181803,176181803,176181803,193838554,193838554,193838554,True,False,True,False
千葉→幕張本郷,29,278,281,282,232894835,232894835,232894835,176181803,176181803,176181803,True,False,True,False
千葉→幕張本郷,30,278,281,282,176181803,176181803,176181803,178600354,178600354,178600354,True,False,True,False
千葉→幕張本郷,31,278,281,282,176181803,176181803,176181803,144532234,144532234,144532234,True,False,True,False
千葉→幕張本郷,32,278,281,282,1409472286,1545996537,1545996537,176181803,176181803,176181803,True,True,True,False
千葉→幕張本郷,33,278,281,282,22962353,22962353,22962353,162096522,1545996530,1545996530,True,True,True,False
千葉→幕張本郷,34,278,281,282,142225531,142225531,142225531,162096522,1545996530,1545996530,True,True,True,False
千葉→幕張本郷,35,278,281,282,176443607,176443607,176443607,142225531,142225531,142225531,True,False,True,False
千葉→幕張本郷,36,278,281,282,176443607,176443607,176443607,142259721,142259721,142259721,True,False,True,False
千葉→幕張本郷,37,278,281,282,142268720,142268720,142268720,1280925031,1280925031,1280925031,True,False,True,False
千葉→幕張本郷,38,278,281,282,142268720,142268720,142268720,162096538,162096538,162096538,True,False,True,False
千葉→幕張本郷,39,278,281,282,142268720,142268720,142268720,139653292,1545985649,1545985649,True,True,True,False
千葉→幕張本郷,40,278,281,282,142268720,1545985649,1545985649,139653292,142268720,142268720,True,True,True,False
千葉→幕張本郷,41,278,281,282,142268708,762649841,762649841,762649841,142268708,142268708,True,True,True,False
千葉→幕張本郷,42,278,281,282,142268708,142268708,142268708,142268702,142268702,142268702,True,False,True,False
千葉→幕張本郷,43,278,281,282,142268702,142268702,142268702,1494455755,1494455755,1494455755,True,False,True,False
千葉→幕張本郷,44,278,281,282,142268702,142268702,142268702,762649858,762649858,762649858,True,False,True,False
千葉→幕張本郷,45,278,281,282,142268702,142268702,142268702,142268736,142268736,142268736,True,False,True,False
千葉→幕張本郷,46,278,281,282,142268688,142268688,142268688,142268692,142268692,142268692,True,False,True,False
千葉→幕張本郷,47,278,281,282,142268692,142268692,142268692,142268726,142268726,142268716,True,False,True,True
千葉→幕張本郷,48,278,281,282,139813893,139813893,139813893,139653293,139653293,139653293,True,False,True,False
千葉→幕張本郷,49,278,281,282,139815679,139815679,139815679,139815669,139815669,139815669,True,False,True,False
千葉→幕張本郷,50,278,281,282,176913203,176913203,176913203,312441870,312441870,312441870,True,False,True,False
千葉→幕張本郷,51,278,281,282,312441870,312441870,312441870,1410024945,1410024945,1410024945,True,False,True,False
千葉→幕張本郷,52,278,281,282,232975632,232975632,232975632,232975633,232975633,232975633,True,False,True,False
千葉→幕張本郷,53,278,281,282,232975633,232975633,232975633,232975631,232975631,232975631,True,False,True,False
千葉→幕張本郷,54,278,281,282,232975633,232975633,232975633,232975637,232975637,232975637,True,False,True,False
千葉→幕張本郷,55,278,281,282,232975633,232975633,232975633,232975638,232975638,232975638,True,False,True,False
千葉→幕張本郷,56,278,281,282,354213977,354213977,354213977,232975641,232975641,232975641,True,False,True,False
千葉→幕張本郷,57,278,281,282,1328740625,1328740625,1328740625,438970764,438970764,438970764,True,False,True,False
千葉→幕張本郷,58,278,281,282,1328740627,1328740627,1328740627,1328740626,1328740626,1328740626,True,False,True,False
千葉→幕張本郷,59,278,281,282,1328740627,1328740627,1328740627,215847533,215847533,215847533,True,False,True,False
千葉→幕張本郷,60,278,281,282,215847591,215847591,215847591,140120618,140120618,140120618,True,False,True,False
千葉→幕張本郷,61,278,281,282,140120585,140120585,140120585,140120618,140120618,140120618,True,False,True,False
千葉→幕張本郷,62,278,281,282,22762849,22762849,22762849,140120585,140120585,140120585,True,False,True,False
千葉→幕張本郷,63,278,281,282,219629137,219629137,219629137,22762849,22762849,22762849,True,False,True,False
千葉→幕張本郷,64,278,281,282,219629137,219629137,219629137,470866656,470866656,470866656,True,False,True,False
千葉→幕張本郷,65,278,281,282,219629137,219629137,219629137,142222808,142222808,142222808,True,False,True,False
千葉→幕張本郷,66,278,281,282,142222808,142222808,142222808,142222813,142222813,142222813,True,False,True,False
千葉→幕張本郷,67,278,281,282,173717935,173717935,173717935,142222813,142222813,142222813,True,False,True,False
千葉→幕張本郷,68,278,281,282,372779290,372779290,372779290,142222805,142222805,142222805,True,False,True,False
千葉→幕張本郷,69,278,281,282,142222805,142222805,142222805,372777838,372777838,372777838,True,False,True,False
千葉→幕張本郷,70,278,281,282,142222805,142222805,142222805,372777838,372777838,372777838,True,False,True,False
千葉→幕張本郷,71,278,281,282,312413970,312413970,312413970,739680056,739680056,739680056,True,False,True,False
千葉→幕張本郷,72,278,281,282,312413970,312413970,312413970,142222828,142222828,142222828,True,False,True,False
千葉→幕張本郷,73,278,281,282,312413970,312413970,312413970,142222825,142222825,142222825,True,False,True,False
千葉→幕張本郷,74,278,281,282,142222825,142222825,142222825,312413970,312413970,312413970,True,False,True,False
千葉→幕張本郷,75,278,281,282,142222825,142222825,142222825,22763288,22763288,22763288,True,False,True,False
千葉→幕張本郷,76,278,281,282,142222817,142222817,142222817,142222832,142222832,142222832,True,False,True,False
千葉→幕張本郷,77,278,281,282,142222832,142222832,142222832,142222803,142222803,142222803,True,False,True,False
千葉→幕張本郷,78,278,281,282,142222832,142222832,142222832,142222803,142222803,142222803,True,False,True,False
千葉→幕張本郷,79,278,281,282,142222832,142222832,142222832,1086646724,1086646724,1086646724,True,False,True,False
千葉→幕張本郷,80,278,281,282,142222832,142222832,142222832,312413966,312413966,312413966,True,False,True,False
千葉→幕張本郷,81,278,281,282,209024338,209024338,209024338,175828538,175828538,175828538,True,False,True,False
千葉→幕張本郷,82,278,281,282,194093217,194093217,194093217,1283620830,1283620830,1283620830,True,False,True,False
千葉→幕張本郷,83,278,281,282,194093231,194093231,194093231,1283620830,1283620830,1283620830,True,False,True,False
千葉→幕張本郷,84,278,281,282,194093231,194093231,194093231,194093235,194093235,194093235,True,False,True,False
千葉→幕張本郷,85,278,281,282,194093227,194093227,194093227,194093231,194093231,194093231,True,False,True,False
千葉→幕張本郷,86,278,281,282,194093227,194093227,194093227,151811151,151811151,151811151,True,False,True,False
千葉→幕張本郷,87,278,281,282,194093227,194093227,194093227,151808574,151808574,151808574,True,False,True,False
千葉→幕張本郷,88,278,281,282,194093227,194093227,194093227,151808574,151808574,151808574,True,False,True,False
千葉→幕張本郷,89,278,281,282,151811151,151811151,151811151,151808574,151808574,151808574,True,False,True,False
千葉→幕張本郷,90,278,281,282,151811151,151811151,151811151,270039222,270039222,270039222,True,False,True,False
千葉→幕張本郷,91,278,281,282,208926175,208926175,208926175,270039222,270039222,270039222,True,False,True,False
千葉→幕張本郷,92,278,281,282,208926181,208926181,208926181,270039222,270039222,270039222,True,False,True,False
千葉→幕張本郷,93,278,281,282,141626539,141626539,141626539,270039222,270039222,270039222,True,False,True,False
千葉→幕張本郷,94,278,281,282,151808598,151808598,151808598,270039222,270039222,270039222,True,False,True,False
千葉→幕張本郷,95,278,281,282,151808574,151808574,151808574,151808598,151808598,151808598,True,False,True,False
千葉→幕張本郷,96,278,281,282,151808609,151808609,151808609,352689942,352689942,352689942,True,False,True,False
千葉→幕張本郷,97,278,281,282,151808575,151808575,151808575,1083425463,1083425463,1083425463,True,False,True,False
