label,sample_idx,route_idx,lat,lng,way_id,oneway,match_margin_m,old_oneway_violation,new_oneway_violation,unchanged
千葉→幕張本郷,65,89,35.65598,140.06121,219629137,,1.754,False,False,True
千葉→幕張本郷,66,90,35.65647,140.06135,142222808,,1.204,False,False,True
千葉→幕張本郷,67,91,35.65667,140.06068,173717935,,0.019,False,False,True
千葉→幕張本郷,68,94,35.65702,140.06007,372779290,,0.353,False,False,True
千葉→幕張本郷,69,96,35.65746,140.06003,142222805,,2.254,False,False,True
千葉→幕張本郷,70,97,35.6576,140.05961,142222805,,34.946,False,False,True
千葉→幕張本郷,71,99,35.65799,140.05919,312413970,yes,3.898,False,False,True
千葉→幕張本郷,72,100,35.65831,140.05851,312413970,yes,2.41,False,False,True
千葉→幕張本郷,73,101,35.65842,140.05803,312413970,yes,0.452,False,False,True
千葉→幕張本郷,74,104,35.65882,140.05761,142222825,,42.891,False,False,True
千葉→幕張本郷,75,106,35.6591,140.05705,142222825,,0.077,False,False,True
千葉→幕張本郷,76,108,35.65934,140.05664,142222817,yes,18.649,True,True,True
千葉→幕張本郷,77,111,35.65988,140.05621,142222832,,36.244,False,False,True
千葉→幕張本郷,78,112,35.66027,140.05599,142222832,,5.475,False,False,True
千葉→幕張本郷,79,113,35.66072,140.05572,142222832,,31.979,False,False,True
千葉→幕張本郷,80,114,35.66103,140.05537,142222832,,0.86,False,False,True
千葉→幕張本郷,81,116,35.66179,140.05488,209024338,,75.688,False,False,True
千葉→幕張本郷,82,117,35.66379,140.05254,194093217,,11.426,False,False,True
千葉→幕張本郷,83,120,35.66385,140.05217,194093231,,4.809,False,False,True
千葉→幕張本郷,84,122,35.66394,140.05166,194093231,,0.376,False,False,True
千葉→幕張本郷,85,124,35.6644,140.05169,194093227,,42.777,False,False,True
千葉→幕張本郷,86,125,35.66555,140.05035,194093227,,3.396,False,False,True
千葉→幕張本郷,87,126,35.66588,140.0499,194093227,,30.524,False,False,True
千葉→幕張本郷,88,127,35.66563,140.04937,194093227,,22.644,False,False,True
千葉→幕張本郷,89,129,35.66496,140.04776,151811151,,3.597,False,False,True
千葉→幕張本郷,90,130,35.66532,140.0472,151811151,,0.968,False,False,True
千葉→幕張本郷,91,131,35.66622,140.04704,208926175,,1.367,False,False,True
千葉→幕張本郷,92,132,35.66688,140.04659,208926181,,1.238,False,False,True
千葉→幕張本郷,93,133,35.66728,140.04608,141626539,,0.78,False,False,True
千葉→幕張本郷,94,134,35.67089,140.04181,151808598,,0.393,False,False,True
千葉→幕張本郷,95,135,35.67176,140.04293,151808574,,1.685,False,False,True
千葉→幕張本郷,96,136,35.6721,140.04245,151808609,yes,3.605,True,True,True
千葉→幕張本郷,97,139,35.67235,140.04207,151808575,,0.115,False,False,True
